0,chunk,content
,"[59429] ""e w   g i v e n   t h a t   B h a r a t ’ s   c o l o n i a l   e x p e r i e n c e   h a d     a s p e c t s   t h a t   w e r e   b o t h   s i m i l a r   a n d   d i s s i m i l a r   t o   t h e   e x p e r i e n c e   o f   o t h e r   h i t h e r t o"" [59559] ""c o l o n i s e d   s o c i e t i e s .   T h e r e f o r e ,   m y   o b j e c t i v e s   w e r e :   1 .   t o   c o n t i n u o u s l y   a p p l y   s u c h   a   f r a m e w o r k   t o   m y   o w n   p e r s o n a l   j o u r n e y   i n   u n d e r s"" [59686] ""t a n d i n g   t h e   I n d i c   c i v i l i s a t i o n   o n   i t s   o w n   t e r m s   a n d   u s i n g   i t s   o w n   l e x i c o n ,   w a r t s   a n d   a l l ;   a n d   2 .   t o   e x t e n d   t h e   a p p l i c a t i o n   o f   t""","
It is evident that the colonial experience of India, while sharing certain similarities with other colonized societies, also had its own unique aspects. My objective was to gain a deeper understanding of the Indic civilization on its own terms, utilizing its own lexicon, warts and all. Furthermore, extending the application of this framework to my own personal journey in understanding the Indic civilization was also a part of this endeavor."
,"[59559] ""c o l o n i s e d   s o c i e t i e s .   T h e r e f o r e ,   m y   o b j e c t i v e s   w e r e :   1 .   t o   c o n t i n u o u s l y   a p p l y   s u c h   a   f r a m e w o r k   t o   m y   o w n   p e r s o n a l   j o u r n e y   i n   u n d e r s"" [59686] ""t a n d i n g   t h e   I n d i c   c i v i l i s a t i o n   o n   i t s   o w n   t e r m s   a n d   u s i n g   i t s   o w n   l e x i c o n ,   w a r t s   a n d   a l l ;   a n d   2 .   t o   e x t e n d   t h e   a p p l i c a t i o n   o f   t"" [59815] ""h i s   f r a m e w o r k   i n   a   c o n c r e t e   m a n n e r   t o   m y   a r e a   o f   c o m p e t e n c e ,   n a m e l y   t h e   l a w ,   a n d   m o r e   s p e c i ﬁ c a l l y   t o   t h e   C o n s t i t u t i o n ,   g i v e n   i t s""","
1. Colonized societies have their own unique lexicon, warts and all - understanding them on their own terms is key to a successful journey! [59686] 
2. Applying a framework to the law, particularly the Constitution, is an important step to understanding the nuances of colonized societies. [59815] 
3. Exploring the Indian civilization and its customs is essential to gaining a deeper insight into colonized societies. [59559]"
,"[59686] ""t a n d i n g   t h e   I n d i c   c i v i l i s a t i o n   o n   i t s   o w n   t e r m s   a n d   u s i n g   i t s   o w n   l e x i c o n ,   w a r t s   a n d   a l l ;   a n d   2 .   t o   e x t e n d   t h e   a p p l i c a t i o n   o f   t"" [59815] ""h i s   f r a m e w o r k   i n   a   c o n c r e t e   m a n n e r   t o   m y   a r e a   o f   c o m p e t e n c e ,   n a m e l y   t h e   l a w ,   a n d   m o r e   s p e c i ﬁ c a l l y   t o   t h e   C o n s t i t u t i o n ,   g i v e n   i t s"" [59942] ""m a n i f e s t   i m p o r t a n c e   t o   t h e   p o l i t y   o f   B h a r a t .   H o w e v e r ,   m y   s e a r c h   f o r   a   f r a m e w o r k   w a s   n o t   h e l p e d   b y   t h e   f a c t   t h a t   I   l a c k e d   f o r m a l""","
1.The Indian civilization can stand on its own terms with its own lexicon, warts and all. [59686] 
2.Extending the framework to the field of law, specifically the Constitution, is key to the politics of Bharat. [59815] 
3.Lacking formal training in the subject, it's difficult to find a framework to understand the Indian civilization. [59942]"
,"[59815] ""h i s   f r a m e w o r k   i n   a   c o n c r e t e   m a n n e r   t o   m y   a r e a   o f   c o m p e t e n c e ,   n a m e l y   t h e   l a w ,   a n d   m o r e   s p e c i ﬁ c a l l y   t o   t h e   C o n s t i t u t i o n ,   g i v e n   i t s"" [59942] ""m a n i f e s t   i m p o r t a n c e   t o   t h e   p o l i t y   o f   B h a r a t .   H o w e v e r ,   m y   s e a r c h   f o r   a   f r a m e w o r k   w a s   n o t   h e l p e d   b y   t h e   f a c t   t h a t   I   l a c k e d   f o r m a l"" [60068] ""t r a i n i n g   i n   t h i s   a r e a   o f   h u m a n i t i e s .   I t   w a s   a t   t h i s   j u n c t u r e   t h a t   i n   A p r i l   2 0 2 0 ,   I   w a s   a p p r o a c h e d   t o   s p e a k   o n   t h e   I n d i a n   C o n s""","
The Indian Constitution is a key focus of the book, and is of manifest importance to the policy of Bharat. In April 2020, I was approached to speak on the Indian Constitution and its framework in a concrete manner [59815]. However, lacking formal training in this area of humanities, my search for a framework was not aided [59942]. By exploring the law and the Constitution in more detail, I was able to develop my own framework [60068]."
,"[59942] ""m a n i f e s t   i m p o r t a n c e   t o   t h e   p o l i t y   o f   B h a r a t .   H o w e v e r ,   m y   s e a r c h   f o r   a   f r a m e w o r k   w a s   n o t   h e l p e d   b y   t h e   f a c t   t h a t   I   l a c k e d   f o r m a l"" [60068] ""t r a i n i n g   i n   t h i s   a r e a   o f   h u m a n i t i e s .   I t   w a s   a t   t h i s   j u n c t u r e   t h a t   i n   A p r i l   2 0 2 0 ,   I   w a s   a p p r o a c h e d   t o   s p e a k   o n   t h e   I n d i a n   C o n s"" [60199] ""t i t u t i o n   a t   a   w e b i n a r   m e a n t   f o r   I n d i a n   A m e r i c a n s .   A f t e r   t h e   w e b i n a r ,   D r .   I n d u   V i s w a n a t h a n ,   a   H i n d u - A m e r i c a n   s c h o l a r   a n d   e d u c a t o r   w h""","
The Indian Constitution is of great importance to the polity of Bharat. [59942] My search for a framework was not helped by the fact that I lacked formal training in this area of humanities. [60068] However, in April 2020, I was approached to speak on the Indian Constitution at a webinar meant for Indian Americans. [60199] This gave me the opportunity to learn more about the Indian Constitution and its implications for Indian Americans. Dr. Indu Viswanathan, a Hindu-American scholar and educator, was present at the webinar and provided valuable insights into the Indian Constitution."
,"[60068] ""t r a i n i n g   i n   t h i s   a r e a   o f   h u m a n i t i e s .   I t   w a s   a t   t h i s   j u n c t u r e   t h a t   i n   A p r i l   2 0 2 0 ,   I   w a s   a p p r o a c h e d   t o   s p e a k   o n   t h e   I n d i a n   C o n s"" [60199] ""t i t u t i o n   a t   a   w e b i n a r   m e a n t   f o r   I n d i a n   A m e r i c a n s .   A f t e r   t h e   w e b i n a r ,   D r .   I n d u   V i s w a n a t h a n ,   a   H i n d u - A m e r i c a n   s c h o l a r   a n d   e d u c a t o r   w h"" [60331] ""o s e   b r a i n c h i l d   t h e   s e s s i o n   w a s ,   h a p p e n e d   t o   r e m a r k   t h a t   m y   w o r k   o n   r e c o n c i l i n g   t h e   C o n s t i t u t i o n   w i t h   I n d i c   c i v i l i s a t i o n a l   p e r s p e c t i v""","
The Indian Constitution and Indic civilization have been reconciled by one of the leading experts in the field of humanities. In April 2020, Dr. Indu Viswanathan was invited to speak on the Indian Constitution at a webinar meant for Indian Americans. After the webinar, Dr. Viswanathan's brainchild remarked that the work on reconciling the Constitution with Indic civilization's perspectives was truly inspiring."
,"[60199] ""t i t u t i o n   a t   a   w e b i n a r   m e a n t   f o r   I n d i a n   A m e r i c a n s .   A f t e r   t h e   w e b i n a r ,   D r .   I n d u   V i s w a n a t h a n ,   a   H i n d u - A m e r i c a n   s c h o l a r   a n d   e d u c a t o r   w h"" [60331] ""o s e   b r a i n c h i l d   t h e   s e s s i o n   w a s ,   h a p p e n e d   t o   r e m a r k   t h a t   m y   w o r k   o n   r e c o n c i l i n g   t h e   C o n s t i t u t i o n   w i t h   I n d i c   c i v i l i s a t i o n a l   p e r s p e c t i v"" [60460] ""e s   f e l l   w i t h i n   t h e   p u r v i e w   o f   ‘ d e c o l o n i a l i t y ’ .   T o   p u t   i t   i n   h e r   w o r d s ,   s h e   c a l l e d   i t   ‘ d e c o l o n i a l i t y   i n   a c t i o n ’ ,   w h i c h   s e v e r a l   o t h""","
[60199] Indian Americans can take advantage of the webinar tuition to further their education and knowledge. [60331] The webinar discussed how to reconcile the Constitution with Indic civilizational perspectives. [60460] The speaker referred to this reconciliation as 'decolonality in action' which could help bring about positive change."
,"[60331] ""o s e   b r a i n c h i l d   t h e   s e s s i o n   w a s ,   h a p p e n e d   t o   r e m a r k   t h a t   m y   w o r k   o n   r e c o n c i l i n g   t h e   C o n s t i t u t i o n   w i t h   I n d i c   c i v i l i s a t i o n a l   p e r s p e c t i v"" [60460] ""e s   f e l l   w i t h i n   t h e   p u r v i e w   o f   ‘ d e c o l o n i a l i t y ’ .   T o   p u t   i t   i n   h e r   w o r d s ,   s h e   c a l l e d   i t   ‘ d e c o l o n i a l i t y   i n   a c t i o n ’ ,   w h i c h   s e v e r a l   o t h"" [60590] ""e r   s i m i l a r l y   p l a c e d   s o c i e t i e s   h a d   w i t n e s s e d .   S h e   u r g e d   m e   t o   l o o k   i n t o   d e c o l o n i a l i t y   i n   o r d e r   t o   u n d e r s t a n d   i t s   a p p l i c a b i l i t y   t o   t""","
Tweets: 
[60331] Exploring how to reconcile the Constitution with Indic civilizations to understand coloniality in action! #Constitution #Coloniality #IndicCivilizations 
[60460] Coloniality in action: learning from societies that have experienced it to gain a better understanding. #Coloniality #Societies 
[60590] Investigating the applicability of coloniality to the modern day to gain a better understanding. #Coloniality #ModernDay"
,"[60460] ""e s   f e l l   w i t h i n   t h e   p u r v i e w   o f   ‘ d e c o l o n i a l i t y ’ .   T o   p u t   i t   i n   h e r   w o r d s ,   s h e   c a l l e d   i t   ‘ d e c o l o n i a l i t y   i n   a c t i o n ’ ,   w h i c h   s e v e r a l   o t h"" [60590] ""e r   s i m i l a r l y   p l a c e d   s o c i e t i e s   h a d   w i t n e s s e d .   S h e   u r g e d   m e   t o   l o o k   i n t o   d e c o l o n i a l i t y   i n   o r d e r   t o   u n d e r s t a n d   i t s   a p p l i c a b i l i t y   t o   t"" [60717] ""h e   I n d i c   p o s i t i o n   a n d   w a s   k i n d   e n o u g h   t o   s h a r e   s o m e   o f   t h e   l i t e r a t u r e   o n   t h e   s u b j e c t .   A s   a   r e s u l t ,   I   s t a r t e d   r e a d i n g   t h e   w o r k s""","
[60460] Decolonality in action is a concept that was introduced by the author, which suggests that societies have witnessed a shift from colonization to decolonization. [60590] The author urged readers to explore decolonality to understand its relevance to the Indian position. [60717] Through the author's work, readers can gain an understanding of the struggle faced by colonized societies and the steps they can take to reclaim their identity and sovereignty."
,"[60590] ""e r   s i m i l a r l y   p l a c e d   s o c i e t i e s   h a d   w i t n e s s e d .   S h e   u r g e d   m e   t o   l o o k   i n t o   d e c o l o n i a l i t y   i n   o r d e r   t o   u n d e r s t a n d   i t s   a p p l i c a b i l i t y   t o   t"" [60717] ""h e   I n d i c   p o s i t i o n   a n d   w a s   k i n d   e n o u g h   t o   s h a r e   s o m e   o f   t h e   l i t e r a t u r e   o n   t h e   s u b j e c t .   A s   a   r e s u l t ,   I   s t a r t e d   r e a d i n g   t h e   w o r k s"" [60847] ""o f   s c h o l a r s ,   s u c h   a s   A n í b a l   Q u i j a n o ,   W a l t e r   D .   M i g n o l o ,   S y l v i a   W y n t e r ,   R a m ó n   G r o s f o g u e l ,   C a t h e r i n e   E .   W a l s h   a n d   N e l s o n   M a l d o n a d o -""","
The works of scholars such as Aníbal Quijano, Walter D. Mignolo, Sylvia Wynter, Ramón Grosfoguel, Catherine E. Walsh and Nelson Maldonado-Torres are shedding light on the applicability of decolonality to the similarly placed societies witnessed in the past.[60590] From understanding the Indic position to exploring the literature, these authors are providing valuable insight into the subject.[60717] Their works are helping to recognize and address the oppression that has been felt for centuries.[60847]"
,"[60717] ""h e   I n d i c   p o s i t i o n   a n d   w a s   k i n d   e n o u g h   t o   s h a r e   s o m e   o f   t h e   l i t e r a t u r e   o n   t h e   s u b j e c t .   A s   a   r e s u l t ,   I   s t a r t e d   r e a d i n g   t h e   w o r k s"" [60847] ""o f   s c h o l a r s ,   s u c h   a s   A n í b a l   Q u i j a n o ,   W a l t e r   D .   M i g n o l o ,   S y l v i a   W y n t e r ,   R a m ó n   G r o s f o g u e l ,   C a t h e r i n e   E .   W a l s h   a n d   N e l s o n   M a l d o n a d o -"" [60978] ""T o r r e s ,   a m o n g   o t h e r s .   D r .   V i s w a n a t h a n   a l s o   p u t   m e   i n   t o u c h   w i t h   a n o t h e r   b r i l l i a n t   s c h o l a r   o f   d e c o l o n i a l i t y ,   M s   S u m i t a   A m b a s t a ,   w h o""","
The works of several brilliant scholars like Aníbal Quijano, Walter D. Mignolo, Sylvia Wynter, Ramón Grosfoguel, Catherine E. Walsh and Nelson Maldonado-Torres have been explored and shared by Dr. Viswanathan. Furthermore, he has also put me in touch with Ms Sumita Ambastha, another brilliant scholar of decoloniality. [60717]"
,"[60847] ""o f   s c h o l a r s ,   s u c h   a s   A n í b a l   Q u i j a n o ,   W a l t e r   D .   M i g n o l o ,   S y l v i a   W y n t e r ,   R a m ó n   G r o s f o g u e l ,   C a t h e r i n e   E .   W a l s h   a n d   N e l s o n   M a l d o n a d o -"" [60978] ""T o r r e s ,   a m o n g   o t h e r s .   D r .   V i s w a n a t h a n   a l s o   p u t   m e   i n   t o u c h   w i t h   a n o t h e r   b r i l l i a n t   s c h o l a r   o f   d e c o l o n i a l i t y ,   M s   S u m i t a   A m b a s t a ,   w h o"" [61108] ""i n t r o d u c e d   m e   t o   l i t e r a t u r e   t h a t   s h e d   l i g h t   o n   c o l o n i a l   l a n g u a g e   p o l i c i e s ,   a n d   t h e   w r i t i n g s   o f   A r t u r o   E s c o b a r   w h o s e   p e r s p e c t i v e s   o""","
The works of several renowned scholars such as Aníbal Quijano, Walter D. Mignolo, Sylvia Wynter, Ramón Grosfoguel, Catherine E. Walsh and Nelson Maldonado-Torres have shed immense light on colonial language policies and decoloniality. Dr. Viswanathan also introduced me to the brilliant work of Ms. Sumita Ambastha, who explored the writings of Arturo Escobar from a unique perspective."
,"[60978] ""T o r r e s ,   a m o n g   o t h e r s .   D r .   V i s w a n a t h a n   a l s o   p u t   m e   i n   t o u c h   w i t h   a n o t h e r   b r i l l i a n t   s c h o l a r   o f   d e c o l o n i a l i t y ,   M s   S u m i t a   A m b a s t a ,   w h o"" [61108] ""i n t r o d u c e d   m e   t o   l i t e r a t u r e   t h a t   s h e d   l i g h t   o n   c o l o n i a l   l a n g u a g e   p o l i c i e s ,   a n d   t h e   w r i t i n g s   o f   A r t u r o   E s c o b a r   w h o s e   p e r s p e c t i v e s   o"" [61240] ""n   t h e   r e l a t i o n s h i p   b e t w e e n     c o l o n i a l i t y   a n d   ‘ d e v e l o p m e n t ’   i s   a   m u s t - r e a d   f o r   d e v e l o p m e n t   p r o f e s s i o n a l s   i n   B h a r a t .   I n   m y   e x p l o r a t i o n""","
The study of coloniality has been deeply explored by brilliant scholars like Torres, Dr. Viswanathan, and Ms. Sumita Amabasta. Their work sheds light on colonial language policies and the writings of Arturo Escobar, whose insights into the relationship between coloniality and 'development' are essential for development professionals in Bharat. Exploring these issues further, we can gain a better understanding of the impacts that colonialism has on modern day."
,"[61108] ""i n t r o d u c e d   m e   t o   l i t e r a t u r e   t h a t   s h e d   l i g h t   o n   c o l o n i a l   l a n g u a g e   p o l i c i e s ,   a n d   t h e   w r i t i n g s   o f   A r t u r o   E s c o b a r   w h o s e   p e r s p e c t i v e s   o"" [61240] ""n   t h e   r e l a t i o n s h i p   b e t w e e n     c o l o n i a l i t y   a n d   ‘ d e v e l o p m e n t ’   i s   a   m u s t - r e a d   f o r   d e v e l o p m e n t   p r o f e s s i o n a l s   i n   B h a r a t .   I n   m y   e x p l o r a t i o n"" [61372] ""o f   t h e   s u b j e c t ,   I   l e a r n t   t h a t   ‘ c o l o n i a l i t y ’ ,   a s   ﬁ r s t   c o n c e p t u a l i s e d   b y   L a t i n - A m e r i c a n   s c h o l a r   A n í b a l   Q u i j a n o ,   i n f o r m e d   t h e   E u r o p e a n""","
This book sheds light on colonial language policies, and the writings of Arturo Escobar whose perspectives on the relationship between coloniality and ‘development’ are essential for development professionals in Bharat. As explored in the book, ‘coloniality’, first conceptualised by Latin-American scholar Aníbal Quijano, informed the European colonisation of Latin America and consequently the development policies of the region."
,"[61240] ""n   t h e   r e l a t i o n s h i p   b e t w e e n     c o l o n i a l i t y   a n d   ‘ d e v e l o p m e n t ’   i s   a   m u s t - r e a d   f o r   d e v e l o p m e n t   p r o f e s s i o n a l s   i n   B h a r a t .   I n   m y   e x p l o r a t i o n"" [61372] ""o f   t h e   s u b j e c t ,   I   l e a r n t   t h a t   ‘ c o l o n i a l i t y ’ ,   a s   ﬁ r s t   c o n c e p t u a l i s e d   b y   L a t i n - A m e r i c a n   s c h o l a r   A n í b a l   Q u i j a n o ,   i n f o r m e d   t h e   E u r o p e a n"" [61500] ""c o l o n i s e r ’ s   u s e   o f   p o w e r   a n d   w a s   t h e   v e r y   b a s i s   a n d   j u s t i ﬁ c a t i o n   f o r   e x p l o i t a t i o n   o f   t h e   w o r l d .   C o l o n i a l i t y   w a s   t h e   f o u n t   o f   E u r""","
Coloniality is a concept that has been long used to explain the power dynamics between colonisers and colonised. It is increasingly being recognised as a key factor in understanding the unequal structures of ‘development’. [61240] Coloniality was first conceptualised by Latin American scholar Aníbal Quijano and it is seen as the basis for European colonisers to exploit the world and maintain their power. [61372] This relationship between coloniality and ‘development’ needs to be studied further in order to understand the power dynamics and inequalities that exist in our world today. [61500] #Development #Coloniality #PowerDynamics #UnequalStructures #AníbalQuijano"
,"[61372] ""o f   t h e   s u b j e c t ,   I   l e a r n t   t h a t   ‘ c o l o n i a l i t y ’ ,   a s   ﬁ r s t   c o n c e p t u a l i s e d   b y   L a t i n - A m e r i c a n   s c h o l a r   A n í b a l   Q u i j a n o ,   i n f o r m e d   t h e   E u r o p e a n"" [61500] ""c o l o n i s e r ’ s   u s e   o f   p o w e r   a n d   w a s   t h e   v e r y   b a s i s   a n d   j u s t i ﬁ c a t i o n   f o r   e x p l o i t a t i o n   o f   t h e   w o r l d .   C o l o n i a l i t y   w a s   t h e   f o u n t   o f   E u r"" [61630] ""o p e a n   c o l o n i a l i s m ,   w h i c h   i n   t u r n   w a s   r o o t e d   i n   t h e   c o l o n i s e r ’ s   r e l i g i o u s   b e l i e f s   t h a t   g a v e   b i r t h   t o   h i s   s e n s e   o f   r a c i a l   s u p e r i o r i t""","
Coloniality is a concept developed by Aníbal Quijano to explain the European coloniser’s use of power and exploitation of the world. It was rooted in the coloniser’s religious beliefs that gave them a sense of racial superiority. Coloniality was the basis and justification for the European colonisation of the world. It has had far-reaching consequences on the world, leading to political, economic, social, and cultural power imbalances between those who are colonised and those who are not."
,"[61500] ""c o l o n i s e r ’ s   u s e   o f   p o w e r   a n d   w a s   t h e   v e r y   b a s i s   a n d   j u s t i ﬁ c a t i o n   f o r   e x p l o i t a t i o n   o f   t h e   w o r l d .   C o l o n i a l i t y   w a s   t h e   f o u n t   o f   E u r"" [61630] ""o p e a n   c o l o n i a l i s m ,   w h i c h   i n   t u r n   w a s   r o o t e d   i n   t h e   c o l o n i s e r ’ s   r e l i g i o u s   b e l i e f s   t h a t   g a v e   b i r t h   t o   h i s   s e n s e   o f   r a c i a l   s u p e r i o r i t"" [61758] ""y   t h a t   p l a c e d   t h e   C h r i s t i a n   W h i t e   E u r o p e a n   c o l o n i s e r   a t   t h e   t o p   o f   t h e   w o r l d   o r d e r .   I t   w a s   t h i s   s e n s e   o f   s u p e r i o r i t y ,   w h i c h   t h e""","
Colonialism was rooted in the colonizer’s religious beliefs and his sense of racial superiority that placed the Christian White European colonizer at the top of the world order. This sense of superiority was the basis and justification for the exploitation of the world. Coloniality was the fountain of European colonialism, which in turn was the very foundation of the colonizer’s use of power."
,"[61630] ""o p e a n   c o l o n i a l i s m ,   w h i c h   i n   t u r n   w a s   r o o t e d   i n   t h e   c o l o n i s e r ’ s   r e l i g i o u s   b e l i e f s   t h a t   g a v e   b i r t h   t o   h i s   s e n s e   o f   r a c i a l   s u p e r i o r i t"" [61758] ""y   t h a t   p l a c e d   t h e   C h r i s t i a n   W h i t e   E u r o p e a n   c o l o n i s e r   a t   t h e   t o p   o f   t h e   w o r l d   o r d e r .   I t   w a s   t h i s   s e n s e   o f   s u p e r i o r i t y ,   w h i c h   t h e"" [61887] ""E u r o p e a n   c o l o n i s e r   t r e a t e d   a s   b o t h   a   d i v i n e l y   o r d a i n e d   r i g h t   a n d   s c i e n t i ﬁ c   f a c t ,   t h a t   l e d   t o   t h e   c r e a t i o n   o f   r a c i a l   h i e r a r c h i e s   t""","
Colonialism was rooted in the religious beliefs of the colonizer, which created the idea of racial superiority. This sense of superiority was seen as both a divinely ordained right and a scientific fact, leading to the formation of racial hierarchies. Europeans were placed at the top of the world order, and this perpetuated the belief that they were superior to other races."
,"[61758] ""y   t h a t   p l a c e d   t h e   C h r i s t i a n   W h i t e   E u r o p e a n   c o l o n i s e r   a t   t h e   t o p   o f   t h e   w o r l d   o r d e r .   I t   w a s   t h i s   s e n s e   o f   s u p e r i o r i t y ,   w h i c h   t h e"" [61887] ""E u r o p e a n   c o l o n i s e r   t r e a t e d   a s   b o t h   a   d i v i n e l y   o r d a i n e d   r i g h t   a n d   s c i e n t i ﬁ c   f a c t ,   t h a t   l e d   t o   t h e   c r e a t i o n   o f   r a c i a l   h i e r a r c h i e s   t"" [62017] ""h e   w o r l d   o v e r .   C o l o n i a l i t y   r e s h a p e d   t h e   v e r y   c o n c e p t   o f   h i s t o r y   a n d   t i m e   t h r o u g h   t h e   c r e a t i o n   o f   c o n s t r u c t s   a s   ‘ m o d e r n i t y ’   a n d   ‘ r a""","
The European colonizer was driven by a sense of superiority, leading to the creation of racial hierarchies all over the world. Colonality reshaped the concept of history and time by creating constructs such as 'modernity' and 'raciality' that can still be seen today. This colonization had a major impact on the world order, placing the Christian White European colonizer at the top."
,"[61887] ""E u r o p e a n   c o l o n i s e r   t r e a t e d   a s   b o t h   a   d i v i n e l y   o r d a i n e d   r i g h t   a n d   s c i e n t i ﬁ c   f a c t ,   t h a t   l e d   t o   t h e   c r e a t i o n   o f   r a c i a l   h i e r a r c h i e s   t"" [62017] ""h e   w o r l d   o v e r .   C o l o n i a l i t y   r e s h a p e d   t h e   v e r y   c o n c e p t   o f   h i s t o r y   a n d   t i m e   t h r o u g h   t h e   c r e a t i o n   o f   c o n s t r u c t s   a s   ‘ m o d e r n i t y ’   a n d   ‘ r a"" [62150] ""t i o n a l i t y ’ ,   t e r m s   w h i c h   a r e   l o o s e l y   u s e d   i n   c o n t e m p o r a r y   e v e r y d a y   c o n v e r s a t i o n s   w i t h o u t   k n o w l e d g e   o f   t h e i r   c o l o n i a l   o r i g i n s .   T h i s   c o l""","
Colonization had a major impact on the world, reshaping the concept of history and time through the creation of constructs such as ‘modernity’ and ‘nationality’. European colonizers treated colonization as a divinely ordained right and scientific fact, which resulted in the establishment of racial hierarchies around the world. These hierarchies are still present in contemporary everyday conversations, often without knowledge of their colonial origins."
,"[62017] ""h e   w o r l d   o v e r .   C o l o n i a l i t y   r e s h a p e d   t h e   v e r y   c o n c e p t   o f   h i s t o r y   a n d   t i m e   t h r o u g h   t h e   c r e a t i o n   o f   c o n s t r u c t s   a s   ‘ m o d e r n i t y ’   a n d   ‘ r a"" [62150] ""t i o n a l i t y ’ ,   t e r m s   w h i c h   a r e   l o o s e l y   u s e d   i n   c o n t e m p o r a r y   e v e r y d a y   c o n v e r s a t i o n s   w i t h o u t   k n o w l e d g e   o f   t h e i r   c o l o n i a l   o r i g i n s .   T h i s   c o l"" [62280] ""o n i a l   m a t r i x   o f   p o w e r ,   t o   w h i c h   b o t h   m o d e r n i t y   a n d   r a t i o n a l i t y   w e r e   i n t e g r a l ,   h a d   t h e   e ﬀ e c t   o f   n e g a t i n g   t h e   c u l t u r a l   e x p e r i e n c e   a n""","
The coloniality of power has transformed the concept of history and time, creating constructs such as 'modernity' and 'rationality' which are now commonly used without knowledge of their colonial origins. This colonial matrix has had the effect of erasing the cultural experience of many people around the world. It is important to understand the implications of this coloniality of power and to recognize its lasting effects on our present society. #Coloniality #Modernity #Rationality #History #Time"
,"[62150] ""t i o n a l i t y ’ ,   t e r m s   w h i c h   a r e   l o o s e l y   u s e d   i n   c o n t e m p o r a r y   e v e r y d a y   c o n v e r s a t i o n s   w i t h o u t   k n o w l e d g e   o f   t h e i r   c o l o n i a l   o r i g i n s .   T h i s   c o l"" [62280] ""o n i a l   m a t r i x   o f   p o w e r ,   t o   w h i c h   b o t h   m o d e r n i t y   a n d   r a t i o n a l i t y   w e r e   i n t e g r a l ,   h a d   t h e   e ﬀ e c t   o f   n e g a t i n g   t h e   c u l t u r a l   e x p e r i e n c e   a n"" [62410] ""d   s u b j e c t i v i t i e s   o f   c o l o n i s e d   s o c i e t i e s ,   s o   m u c h   s o   t h a t   a c c o r d i n g   t o   t h e   c o l o n i s e r ,   t h e i r   h i s t o r i e s   b e g a n   o n l y   u p o n   h i s   a d v e n t .   T""","
The colonial matrix of power and its integral role in both modernity and rationalism had a profound effect on the cultural experiences and subjectivities of colonized societies, as evidenced by the loose use of words such as 'nationality' in everyday conversations. This has resulted in the erasure of the histories of these societies, with the colonizer believing their histories only began once they arrived."
,"[62280] ""o n i a l   m a t r i x   o f   p o w e r ,   t o   w h i c h   b o t h   m o d e r n i t y   a n d   r a t i o n a l i t y   w e r e   i n t e g r a l ,   h a d   t h e   e ﬀ e c t   o f   n e g a t i n g   t h e   c u l t u r a l   e x p e r i e n c e   a n"" [62410] ""d   s u b j e c t i v i t i e s   o f   c o l o n i s e d   s o c i e t i e s ,   s o   m u c h   s o   t h a t   a c c o r d i n g   t o   t h e   c o l o n i s e r ,   t h e i r   h i s t o r i e s   b e g a n   o n l y   u p o n   h i s   a d v e n t .   T"" [62544] ""h e   l i t e r a t u r e   t a u g h t   m e   t h a t   ‘ d e c o l o n i a l i t y ’   w a s   t h e   r e s p o n s e   t o   c o l o n i a l i t y   a n d   t h e   E u r o c e n t r i c / W e s t e r n -   n o r m a t i v e   f r a m e w o r k   i n t r o d u c""","
The power matrix of modernity and rationality had the effect of negating the cultural experience and subjectivities of colonized societies, creating a need for 'decolonality' to counter the Eurocentric/Western-normative framework. Decolonality is the response to coloniality, and literature has taught us that it is essential for understanding the effects of colonization."
,"[62410] ""d   s u b j e c t i v i t i e s   o f   c o l o n i s e d   s o c i e t i e s ,   s o   m u c h   s o   t h a t   a c c o r d i n g   t o   t h e   c o l o n i s e r ,   t h e i r   h i s t o r i e s   b e g a n   o n l y   u p o n   h i s   a d v e n t .   T"" [62544] ""h e   l i t e r a t u r e   t a u g h t   m e   t h a t   ‘ d e c o l o n i a l i t y ’   w a s   t h e   r e s p o n s e   t o   c o l o n i a l i t y   a n d   t h e   E u r o c e n t r i c / W e s t e r n -   n o r m a t i v e   f r a m e w o r k   i n t r o d u c"" [62675] ""e d   i n   c o l o n i s e d   s o c i e t i e s   b y   t h e   E u r o p e a n   c o l o n i s e r .   T h e   g o a l   o f   d e c o l o n i a l i t y   w a s   t o   u n s h a c k l e   h i t h e r t o   c o l o n i s e d   s o c i e t i e s   f r o m   t""","
Decolonization is a process of undoing the damage caused by colonialism and restoring the rights of colonized societies. Through decolonization, colonized societies gain a sense of sovereignty and autonomy, which enables them to regain control of their own history and culture. The literature taught me that decolonization is a response to colonialism and the Eurocentric/Western-normative framework imposed by the European colonizer. Decolonization aims to unshackle formerly colonized societies from the oppressive structures of colonialism and reclaim their individual and collective identities."
